TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	23/02/09
TIME	13:11:47
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	900.0000
LASTX	250.0000
NPOINTS	651
FIRSTY	-0.00304
MAXY	4.73770
MINY	-0.00304
XYDATA
900.0000	-0.00304
899.0000	-0.00119
898.0000	-0.00125
897.0000	-3.00003E-05
896.0000	2.9E-04
895.0000	3.6E-04
894.0000	5.9E-04
893.0000	0.00192
892.0000	0.00121
891.0000	0.00132
890.0000	9.7E-04
889.0000	0.00127
888.0000	0.00108
887.0000	7.4E-04
886.0000	6.6E-04
885.0000	0.00169
884.0000	7.9E-04
883.0000	6.8E-04
882.0000	4.9E-04
881.0000	4.5E-04
880.0000	-1.9E-04
879.0000	-4.8E-04
878.0000	-1.7E-04
877.0000	6.1E-04
876.0000	0.00136
875.0000	0.00176
874.0000	0.00206
873.0000	0.00259
872.0000	0.00226
871.0000	0.002
870.0000	0.00155
869.0000	8.9E-04
868.0000	9.3E-04
867.0000	3.6E-04
866.0000	1.7E-04
865.0000	2E-04
864.0000	1.6E-04
863.0000	7.99998E-05
862.0000	-2.4E-04
861.0000	-1E-04
860.0000	-2.1E-04
859.0000	-6.4E-04
858.0000	-7.6E-04
857.0000	-5.1E-04
856.0000	-7.4E-04
855.0000	-7.9E-04
854.0000	-2.7E-04
853.0000	-2.3E-04
852.0000	-1.1E-04
851.0000	-3.4E-04
850.0000	-2.9E-04
849.0000	-2.3E-04
848.0000	-3.7E-04
847.0000	-3.3E-04
846.0000	-4E-04
845.0000	-3.6E-04
844.0000	-4E-04
843.0000	-9.99999E-05
842.0000	-3.8E-04
841.0000	-4.9E-04
840.0000	-1.9E-04
839.0000	3.00003E-05
838.0000	1.5E-04
837.0000	-2.60001E-04
836.0000	-1.99999E-04
835.0000	-1.9E-04
834.0000	-1.9E-04
833.0000	-4.59999E-04
832.0000	-3.50001E-04
831.0000	-1.29999E-04
830.0000	-1.2E-04
829.0000	2E-05
828.0000	5.99997E-05
827.0000	3.60001E-04
826.0000	3.7E-04
825.0000	2.9E-04
824.0000	3.2E-04
823.0000	4.8E-04
822.0000	6.8E-04
821.0000	4.8E-04
820.0000	3.3E-04
819.0000	3.30001E-04
818.0000	3.2E-04
817.0000	3.80001E-04
816.0000	3.9E-04
815.0000	4.1E-04
814.0000	5.39999E-04
813.0000	4.7E-04
812.0000	5.7E-04
811.0000	5E-04
810.0000	4.29999E-04
809.0000	4.6E-04
808.0000	3.10001E-04
807.0000	2.1E-04
806.0000	3.5E-04
805.0000	2.49999E-04
804.0000	9.00003E-05
803.0000	-6.00003E-05
802.0000	-1.10001E-04
801.0000	6.00006E-05
800.0000	4.99991E-05
799.0000	1E-04
798.0000	2.29999E-04
797.0000	2.40001E-04
796.0000	5.2E-04
795.0000	4.89999E-04
794.0000	4.69999E-04
793.0000	6.00001E-04
792.0000	5.99999E-04
791.0000	4.9E-04
790.0000	3.5E-04
789.0000	3.80001E-04
788.0000	4.1E-04
787.0000	4.00001E-04
786.0000	4.2E-04
785.0000	4.6E-04
784.0000	4.7E-04
783.0000	5.69999E-04
782.0000	5.99999E-04
781.0000	5.6E-04
780.0000	5.4E-04
779.0000	6.00001E-04
778.0000	6.40001E-04
777.0000	5.69999E-04
776.0000	4.6E-04
775.0000	3.49999E-04
774.0000	3.4E-04
773.0000	3.59999E-04
772.0000	3.1E-04
771.0000	2.7E-04
770.0000	2.99999E-04
769.0000	3.4E-04
768.0000	2.5E-04
767.0000	2.3E-04
766.0000	2.8E-04
765.0000	2.8E-04
764.0000	1.6E-04
763.0000	5.99992E-05
762.0000	1.30001E-04
761.0000	2.3E-04
760.0000	2.8E-04
759.0000	2.6E-04
758.0000	2.8E-04
757.0000	2.1E-04
756.0000	2.8E-04
755.0000	2.2E-04
754.0000	1.8E-04
753.0000	3.4E-04
752.0000	4.20001E-04
751.0000	6E-04
750.0000	7.1E-04
749.0000	8.7E-04
748.0000	0.00103
747.0000	0.00106
